author,date,location,bank,star,text,like
Irina,18.09.2018,"Ballston Spa, NY",key_bank,1,I redeemed my points with Relationship Rewards program and close this service same day. I specifically ask Key Bank rep if this is OK to close it same day. I was ensure that she check with Relationship Rewards team and I'm going to receive a gift card. After 2 month I realized I did get it! I call Key Bank and Relationship Rewards team. Relationship Rewards told me my redeem did not go thru... They can redeem it if I sign up for this program again. Pay $40 fee and THEN they give me $25 gift card.,12.0
Tina,17.09.2018,"Englewood, CO",key_bank,1,"Key Bank stopped a check I was cashing from my employer. I always got direct deposit but my employer gave me a personal check. I went to a branch and cashed it. I put it directly in my account. I was thinking it may take a day to get in my account but nope. The branch ""back office"" at this branch submitted to fraud. The reason, because it was a personal check and it looked suspicious. Mind you it's around the same time I get paid. I think they saw a brown person walk in to cash a check and held it. I don't see no other reasons. I called the fraud department but they couldn't take the hold off because the ""back office"" of this branch has to take the hold off. Well the branch is telling me their ""back office"" did it and can't take it off. At the same time customer service is saying, Their back office at their branch could take it off. Anyway it's a week later. Still no money in my account. Nothing's wrong with my employers check. I don't know what's going on.",11.0
Robert,14.09.2018,"Corona, CA",key_bank,1,"My elderly father (91 years old) recently relocated from Pennsylvania to California to live with me. We submitted an online change of address and shortly afterwards his ATM card was declined. We called the number on the back of the card and was told the problem had to be resolved by the branch and we needed to call back Monday. Called the branch Monday. They were busy. Left messages. Calls were not returned, Tuesday tried again from the number on back of the card. Was told by an operator to speak with the branch manager. ",13.0
John,8.09.2018,"Cleveland, OH",key_bank,1,"I've been banking with Key for close to 2 years. I've deposited every single paycheck I've received since changing to Key. Today I deposited my paycheck via my mobile account. Usually when depositing my check, I'm given access to 100.00, until the check clears. Today I found out that you're not given access to any money when doing it by the mobile account. That doesn't make any sense to me. I've deposited checks by the same company before, and was given the 100.00, but not when doing it this way. I'm done with Key Bank. They're never there when you need them.",13.0
Justin,29.08.2018,"Eugene, OR",key_bank,1,"Unprofessional, amateur staff. Hidden and surprise fees that go unexplained even after many attempts to get an explanation. Terrible website that is down as much as it is operational. Stone age app. Intentionally decreases credit scores in their assessment for loans in order drive up the interest rate they can charge you. Disgusting, dishonest and probably fraudulent bank. Disaster.",16.0
David,16.08.2018,"Newburgh, NY",key_bank,1,"I was at the White Plains Key Bank, not for the first time, for notarizing medical reports (I know where ALL the notaries are at various banks near my nine offices). The notary, Ms. Jean **, was rude, acted like I was bothering her and FOUR TIMES notes that notaries are nothing to do with banking. Fair enough, but I need my reports notarized by law. IN 30 years of doing these reports and getting notaries, NO ONE has been as clear that I was wasting her valuable work time as Jean **. The bank was EMPTY, btw, at the time. She also meddled into the content of my reports, which is against federal HIPAA guidelines to discuss or look into by non-medical staff. She alone in 30 years of this activity, asked for my SS#, and was looking me up online. Talk about over-stepping your boundaries!",17.0
Jennifer,15.08.2018,"Toms River, NJ",key_bank,1,"Key Bank Car Loan - I get paid every two weeks. I make my car payment my first paycheck of each month (single mom with two kids causes me to live paycheck to paycheck). My payment is due on the 7th. They start calling me 4x a day every day starting on the 7th up until 4 days AFTER I have made my payment because it takes them that long to process the payment. It comes out of my checking account the day I make the payment but takes them 4 days to show it on my account. Horrible threatening customer service and harassing in their payment follow ups. ""I don't need 4 calls a day to tell you the same thing,"" I just told the last non-English speaking person. If I had the means, I would refinance the car and get it away from them. By the way, I pay at LEAST an extra $100 in principal each and every month and it never gets to the point where a late fee is charged. They are terrible.",13.0
Ronny,14.08.2018,"Denver, CO",key_bank,1,"I was planning a trip to Peru last spring and I met a person on an online dating site from Peru of whom I had gotten to know for a few months. This person I met on this online dating site told me she was working with a travel agency in Peru who was offering tour packages and that she could arrange with them to provide a beach resort package for me at a fair price. After knowing the person for a while I decided to go with her to the travel agency in Peru to see what they had to offer in beach resort packages. While speaking to the representative at the travel agency I was shown pictures of the featured resort he was offering to sell me. The photos he showed me of the resort were of a state of the art beach resort, but after purchasing and arriving at the actual resort I realized that the resort he showed me online and the resort where I was dropped off at were not the same and that the agent had misrepresented the beach resort he had actually sold me. ",8.0
Cortez,3.08.2018,"Tigard, OR",key_bank,1,"So I was thinking of possibly switching from Chase to Key Bank. I put a 50 dollar deposit in the Key Account that I opened online. The 50 dollars took a week to post to the account. I thought Key lost my money so I had Chase reverse the deposit. Key sent my account to fraud for closure without a call, email or text. Before it was closed I did a 1 dollar deposit for a test. Key Bank failed my test with flying colors. No word on the dollar I put in. I’m just happy I got my 50 back from Chase and I only lose a dollar for dealing with these fools. Do yourself a favor. Don’t deal with Key Bank at all if possible. If you do give them the bare minimum or you will regret it. They will lose your money in a heartbeat. I only had them for 10 days and it was 10 very bad days. Never had any issues in 10 years with Chase. Only reason I even gave this sorry bank a chance was for the 400 new customer offer. But now I would pay 400 not to use them ever again...",25.0
Steve,2.08.2018,"North Grosvenor Dale, CT",key_bank,1,"I opened a Key Bank Checking account last May 2018. I signed up for Online Banking as well. I applied and received the Latitude Credit Card with a credit limit of 15,000, zero percent interest and no balance transfer fee. I transferred a balance to the Latitude card for 2,700. Each month I had to prove to Latitude that I paid my monthly payment on time with a phone call and 45 minutes of working with a service rep. Each time they apologized, I was told by a supervisor the first time that they sent out a late payment notice prematurely. I was credited. However, the credit of 27.50 although appeared on my online statement they never actually credited the balance therefore generating another notice and late fee.",13.0
Paul,1.08.2018,"Seattle, WA",key_bank,1,"I did a wire transfer to Germany for 5000 Euros through Key. The bank employee put an incorrect recipient name on the form (the bank instead of the individual) but all other information is correct and I have sent money to this person several times before, The funds never got through and Key is not attempting to recall the funds. My local branch manager is suggesting that indeed the funds got through and the recipient is lying about getting them. I asked him if there was a way to check if they got deposited and he said no, which is absurd. I have since filed complaints with the attorney general of my home state and Ohio which is Key's corporate state. I also filed a complaint with the CFPB.",10.0
K.,1.08.2018,"Waterbury, CT",key_bank,1,They closed my account on July of 2018. I had a direct deposit payment in there that they have of mines. I have called the 1(800) number as well as the branch. They have poor customer service at the cooperate office and branch. Nothing should be processing if my account is closed. They got their little 30.23 for their fees. Now I want my money that is not affiliated with them. Yes I'm pissed and will never deal with this bank nor do I recommend anyone else using this bank. I place them in the category of Bank of America. Beware of Key Bank. They not right.,12.0
J,28.07.2018,"Canton, OH",key_bank,1,"THEY charged me close to 2k in overdraft fees. YES overdraft fees totaled this month. Not including the transactions that I disputed for some apparent scam websites online. No lie. I have been round and round with them. I told them even with health conditions limiting my ability to get out, I shopped online a lot. If your card is ever stolen and used, they punish the customer for it. Meanwhile all my utilities are going back bounced. I've been inside the branch, on the phone, email... you name it. I got the same response. I have to wait 10 days. I offered to file a police report and was told I didn't need to. Now of course I can't make my dad's (79 years old) car payment due to all this.",8.0
Karen,22.07.2018,"Parsippany, NJ",key_bank,1,I pay off my loan earlier. For that they charging me illegal $150 penalty and I request them give my loan payoff letter. No answer from them. Can someone please help me where to file complaints against them?,14.0
Amy,16.07.2018,"Beaverton, OR",key_bank,1,I overdraw my account on 7/10. They like to post debits before they post credits. They refunded the money on the 12th and then the 13th I had another overdraft fee of 37.00. I look and have a positive balance. I show that it was positive until they overdrew me and then they charged me for overdrawing me. Essentially one overdraft that they credited me for 34.00 is now 177.00 in fees in 5 days. I look at my statement and it doesn't match what they are saying. They say the online is showing it wrong. I can not afford as a single mom to pay them 177.00 for an overdraft that never should have happened. This has never happened and they refuse to help me.,16.0
M,14.07.2018,"Cleveland, OH",key_bank,1,"Seriously disappointed in services from this company and we will never recommend & will be switching banks ASAP. Someone stole my card info and spent hundreds of dollars of my hard earned income, we reported it A WEEK AGO and not only do we have to carry those charges on our account but we have been saddled with multiple overdraft fees (that occurred only because of the fraud) and what is equaling out to OUR MORTGAGE PAYMENT is gone and the bank isn't doing anything to fix it in a timely manner. I have 4 children and my entire limited income was swallowed whole by the charges & we have nothing to use for groceries or our essential bills and NO ONE HAS FIXED THE ACCOUNT AND WE HAVE CALLED EVERYDAY FOR A WEEK.",8.0
Nole,12.07.2018,"Gahanna, OH",key_bank,1,Key Bank claims to have hassle free checking account but it is just the absolute opposite. They business practices are horrible and they will charge you overdraft fees on your account even though money is in the account to cover YOUR TRANSACTIONS! I have spoken with their agents multiple times and told them the money in my account why I am being charged multiple overdraft fees. Well my account overdrew for 39 CENTS!! 39 CENTS and they charge me $39 for 39 CENTS that then send my account into a snowball effect where the fees just keep climbing because I am not putting in my account to cover the fee just my transactions. ,12.0
Chaundra,22.06.2018,"Coeur D Alene, ID",key_bank,1,I purchased a product from KeyBank labeled Hassle Free Checking Account which advertised standard checking account services along with a bill paying service with an optional mobile check deposit feature to utilize at my discretion within the daily limits set by KeyBank's Business Policies. In exchange for having to supply the customer with personal checks to use on their account the bank offers to waive minimum balance fees on the account and includes a free online account payables service to utilize with them instead. I have money on deposit with KeyBank for a working service product that does not work as was intended and they have refused all offers to settle with me. ,13.0
Geraldine,19.06.2018,"Rhinebeck, NY",key_bank,1,"Beware, balance transfers you make on the phone aren't necessarily going to go through. I spent an an enormous amount of time to do a balance transfer still 3 days before the deadline. The person I spoke to seemed to not know anything about it, and kept having to go back to her manager every time to ask basic questions: the length of the promotion, the fees, the time it would take. Despite me being used to speaking with people with very heavy accents, my family included, her accent was so difficult to understand. ",11.0
Jenn,14.06.2018,"East Hartford, CT",key_bank,1,Honestly this is the worst bank I have ever had. I switched to Bank of America but kept Key Bank as my secondary checking and worst decision ever they aren’t well in guest service. They are always short on tellers and I’ve dealt with a branch the guy asked me what the deposit bag was. Are you kidding me? This bank is a joke. They love taking fees and can’t provide the times stuff was pulled out your account.,12.0
K,8.06.2018,"Delmar, NY",key_bank,1,"I canceled my father's credit card, which was a horrible process. Three months later I get a statement saying there was a fifteen dollar charge which now totals 75.50 with late fees. We called last night to inquire. Rep took all of his information, including his permission to have rep talk to me - he’s 89. She was to call right back. She did not. I called from work this morning. They can’t talk to me unless he is present. So, we will go through entire process this evening. Can’t even begin to tell you how frustrated we are.",7.0
brandy,1.06.2018,"Puyallup, WA",key_bank,1,"It is Friday afternoon and my account still shows the same purchases pending from Tuesday. Everything since then hasn't posted. They do not update the information often enough. They tried to straight up ROB me! I keep track of my purchases and balance. I had enough money to cover my expenses up to the final one when I unexpectedly had to cover my friend's dinner bill. They tried charging me 4 OD fees totally $140 for being $6 over on ONE purchase! I spoke to two people on the phone who couldn't make sense of it either and they each fed me a lame excuse like ""sometimes they go through in a different order."" Even if that were the case, I had money to cover either the dinner OR the three purchases that they said went through after. I went in to the bank. The two women at the counter couldn't make sense of it. ",9.0
Michelle,1.06.2018,"Olmsted Twp, OH",key_bank,1,"We got an account at Key Bank. When we got our first statement the charges were doubled for using a different atm other than Key Bank's! It totalled over $40 then I went to cash a check that I have been cashing the same check from my mom every month for 3 yrs and the manager lady treated me like I stole the check (I have been in there with my mom 100 times). I know they have to call if it's a certain amt anyway while she was verifying with my mom the lady walks by her and says, ""Make sure she tells you the check number"", and they both have the same reason for getting it! What business is it of hers what this money is for!!! Well they cashed it because they had no choice but I felt like I was doing something wrong by the way that manager lady treated me!!! No more Key Bank!!!",9.0
Jean,1.06.2018,"East Concord, NY",key_bank,1,My account was hacked & I found out because my card was declined at Walmart while visiting family in Virginia. I called and the online rep could not help me because my last 4 digits of my Social Security # and my birthdate did not match what they had on file. I always leave travel instructions with the bank so they know where I'm going to be because I was hacked before. They did not have that info on my account either. Someone put a $400 transaction at a Sam's club in Las Vegas. I went into my home bank with my ID and SS card and manager asked if I was previously a 1st Niagara customer and the answer was no. No apology or reason why my incorrect info was on file. I have not received a new card or fraud paperwork yet and am totally disgusted with this bank. I will go to another bank as soon as this is settled.,10.0
Kimberly,9.05.2018,"Indianapolis, IN",key_bank,1,"A rep from Key Bank reached out to me a couple of weeks ago to let me know that they were changing the KBO website and gradually transitioning clients to the system. No real information was given, so I assumed (incorrectly) that it would be primarily a cosmetic change and would be easy to navigate, as the old system was. My company was converted to the new system this week. What a nightmare! Although the website looks great (even if they do have a winter snow scene background in May), the ACH payment area of the site is vastly different from the previous system, not at all intuitive and did not port over all the information from the old system. ",8.0
Lisa,4.05.2018,"Flat Rock, MI",key_bank,1,"Rudest employees and ""Manager"" ever (notice I put Manager in "" ""). I deposited a check written to me that bounced at the check writer's bank, but Key Bank (23116 Telegraph Rd, Brownstown Charter Twp, MI 48134 location) treated ME like I was a criminal. There was a hold on the check and it bounced prior to the hold being released so Key Bank did not lose any money, I did not cash the check or receive the funds, I simply deposited it into my account like you would any check someone writes you. Key Bank immediately closed my account and treated me like I was a criminal, spoke to me very poorly and rudely. ",15.0
Ofelia,4.05.2018,"Elkhart, IN",key_bank,1,"I transferred money between TWO KEY BANK accounts to cover checks that were going to hit the bank that night, they didn't ""recognize"" the transfer until the following day causing me $187.50 in fees PLUS they sent my checks back. When I spoke to them, branch manager and regional operations manager, she said that I did it past 7 pm and that it is not recognized. It was a cash deposit into one account to transfer to the other because I didn't have my debit card with me. However when you do a mobile deposit before 11 pm it hits that same day, does this make sense to anyone? They are a BUNCH OF LYING THIEVES! This is how they make their money! Will definitely be looking to bank elsewhere! If I am going to overdraft my account, it needs to be my fault, not the bank spinning it to their advantage!",24.0
Grant,1.05.2018,"Corfu, NY",key_bank,1,"I recently charged my Key Bank card for a fishing trip to Canada, I have been doing this over the past 20 yrs. Today I opened up my account and found I was charged a processing fee for the purchase! I have never been charged before for this type of transaction. I called the 800# for Key Bank and the first person I spoke to was (Kiana) and she started out nice and then turned very rude and cold when I questioned her on the charge... Came out and said she can't do anything about it... I explained to her that I charge on this card for years and she said she will go back and look... So I was on hold for 10 minutes and she came back and said could not find any history.",13.0
Rae,25.04.2018,"Littleton, CO",key_bank,1,"As others have said... WORST BANK EVER!!! Their online/mobile banking is a joke and, as I have been told by KeyBank representatives, it is NOT up to date. So even if you are checking regularly, they don't post all charges, etc so you really have no idea what is going on until a day or two later. Was told to sign up for text alerts to get 'Real Time' updates/information... Signed up for EVERY alert I could find (email/text) and have yet to even receive a single text. I get emails 2 DAYS later telling me about overdrafts. They hold CASH DEPOSITS to ensure they are able to charge an overdraft. Payments don't show pending so no warning. They are there and will cause an overdraft. It's truly ridiculous. ",20.0
Lesa,13.04.2018,"Vancouver, WA",key_bank,1,Decided to open an account when I received a promotional offer by mail. The entire experience was unpleasant. Very non-customer-centric bank. Closed the account after just 2 months and will never use the bank for anything ever again.,16.0
Brian,10.04.2018,"Ansonia, CT",key_bank,1,"Key Bank is the worst. I changed bank accounts a few months ago and it was a giant fiasco trying to set up automatic payments from my new checking account. I tried doing this over the phone, and they said I would have to go to one of their branches to set it up. When I went into the branch, they said I required a voided check and would have to email in my application. That alone was extremely inconvenient, and in the meantime I've been making manual payments over the phone.  ",16.0
Harry,7.04.2018,"Westbrool, CT",key_bank,1,"Our business accounts have been with the same bank building for almost 50 years. We have been through at least a dozen acquisitions and name changes without any issues. Recently Key Bank took over from First Niagara and that's when the service went downhill. First to go was the helpful branch manager and her assistant; then the friendly tellers and, finally, the head teller. In their place, you had a bunch of rigid, unfriendly, unhelpful drones. Things finally came to a head when my 80 year old father was unable to cash a $10.00 check because the check was made out to his business and not to him personally. We went down the next day and transferred most of our accounts to another bank.",20.0
S,2.04.2018,"Aurora, CO",key_bank,1,"I have to agree with most of the one star ratings... and that is being generous. I visited the Parker, Colorado branch and what a joke. Perhaps mediocre customer service is a thing of the past and the concept is simply swirling the toilet bowl? Where do I start? I went in to cash a check on their bank. Ultimately, they charged me $7.50 simply to do that. Corrupt. The tellers (if that is the total they hold) simply ignored me for the first fifteen minutes. They ignored the drive up customers, telling one of them that the lobby was full. ",14.0
Lea,31.03.2018,"Beverly Hills, OH",key_bank,1,7 years ago I was selling an antique desk online and received a buyer for it who sent me a Navy Federal check. I deposited the check only to find out it was fraudulent. The bank contacted me immediately to let me know. I never withdrew any monies from the check and as far as I knew the incident was over. Now it's 2018 and I go in and open a new account with them and after they deposit my money they tell me my account is flagged because of the fraudulent check that I deposited 7 years ago and they closed my account only to say they didn't wanna do business with me!!! Why allow me to open it in the first place? And why am I being flagged for a check I never withdrew any monies from that I also told them I received as payment from furniture I was selling online? ,18.0
Marie,27.03.2018,"Monsey, NY",key_bank,1,"The worst bank ever. The Federal needs to investigate how they do business with customers. This is abuse and stealing. How can you check your account and find that a payment had already came out, so I went and make a deposit. Now today the bank charge me an overdraft fee for something that had been deducted out of my account. What I can’t understand is the fact that the payment was already taken out of my account and I had money left over in the account.",16.0
Mandy,26.03.2018,"Wayne, NJ",key_bank,1,"I had a total loss a vehicle. They don’t cash the checks from the insurance money in order to try to get more money from me. How they can do this to anyone is disgusting. My accident was in December. It’s now March and they want payments from me, meanwhile one service rep said no checks are posted to my account. Then I call my insurance company and the checks were posted. Over $19,000 and they still try and make me pay. I call back. This woman now says they do have the checks. This is only when I have my insurance company on the phone. They are scammers and so unprofessional.",14.0
Tabetha,12.03.2018,"Anchorage, AK",key_bank,1,This is a combo between the Benson/Old Seward location(s). I've had a past account and recently opened up a brand new checking account with KeyBank. The branch rep that helped me asked all the basic qualifying questions about money in...money out. I told him that I was working on-call and my employment was far from stable and very unpredictable. He suggested the Money Market account. I also had a $200 promo code for qualifying direct deposits of $500 or more. I qualified once I handed in my direct deposit slip to my employer's payroll dept. ,11.0
Heather,6.03.2018,"Manchester Ct, CT",key_bank,1,"Went into open a savings account for an Etsy shop. I has asked if it was cut and dry where there were no fees unless you obviously overdrafted. Anyway, sat there an hour with a guy and a woman that knew nothing and had no customer service skills, besides talking about their personal life. I have my accounts at American Eagle, I wanted to open an account and keep it separate from our other account in case something bad happened. Anyway, I sat there for almost an hour, no talk about the savings account, just asking me about my personal life, where did I work etc., then her telling me how her parents are building a home around a pool etc. ",9.0
Amanda,1.03.2018,"Garfield, NJ",key_bank,1,"I got a car loan with Key Bank. Unfortunately, my vehicle was totaled. My insurance company paid them an amount estimated for the vehicle... They sent me a statement showing the payment. My insurance company recalculated the car amount. They are now paying them more. I also have gap insurance. It’s been three months I continued to make payments while my insurance company estimated the value. So after three months of payments no phone call saying my insurance company took the check back and they are sending a new one. They call me and give me a late fee and say I have to make a payment. I was put on hold. Argued with the representative and he put me on hold for 20 minutes while looking up my file. As if I’m just not paying and I still have this vehicle. They have no communication or records kept at all. Very unprofessional.",11.0
Patrick,22.02.2018,"Windsor Locks, CT",key_bank,2,I used a Key Bank ATM at 2133 Poquonock Avenue in Windsor CT on February 20th at 11:09. I tried to take out $200. The ATM took a long time to dispense the cash. A red light went on and I received the message that the ATM was unable to process my transaction at that time. I tried again but this transaction failed as well. I then went across the street to a Webster Bank ATM and was able to withdraw $200 from my Key Bank account. I called customer service after I discovered that my account was debited for $200 even though I never received the money. They told me it would take up to 10 days to resolve this issue. It is day 2 and the $200 has still not been credited to my account.,19.0
Michael,21.02.2018,"Wilmington, DE",key_bank,1,"Had to set up my online payment with them three times. I also had to drive to 20 miles to a branch to hand deliver my ACH information because they only accepted a Fax (which they said they can't confirm they received). After two months they had an issue and I was not notified so I went online to make the payment. My bank info was gone (again) and I had to work with their team for a ""workaround"" because of an archaic system design. By the way their system for fees and late fees seem to work fine. It seems like a scam to get fees (all have been waived though). Nothing but a headache.",18.0
Laura,18.02.2018,"Huron, OH",key_bank,1,"This banks should be called FEEBANK, not Key Bank. Unscrupulous practices, items pending on a Sunday night when the Federal Reserve is closed are automatically pushed through just to create an overdraft. My family has over 500,000 in this bank and have used them since 1965, when they were Society National BANK. As a third generation banking customer, they cater to people that are in the credit range of 800 and up, and have at least 50,000 in the bank. They can stick their line of credit where the sun does not shine. And their crappy practices as well. I have had great service with Huntington and PNC which I have moved all my accounts to. My branch was in Huron, Ohio. Worst service ever. Went to close my account, and was told to come back another day because a 10.27 dollar charge at a gas station was pending. GO ** yourself KEY/FEEBANK!",22.0
Dona,12.02.2018,"Burien, WA",key_bank,1,"I have to agree with others that this bank's practices are completely unscrupulous. Depending on who you talk to, you will receive different information about fees charged to your accounts. I have had false fees removed by some customer service reps but not others. They will flat out lie to you to get you to open accounts then hit you with fees that someone assured you would not incur. I am done with these thieves. Please, entrust your hard earned money elsewhere. This bank should be investigated and closed.",28.0
Daniel,6.02.2018,"Denver, CO",key_bank,1,"Key Bank will allow a transaction to go through and then make you pay a service charge. I have had this same experience multiple times. Today (2/6/18), when I called the customer service line, the lady I spoke with told me that ""they were helping you out"". In what land did ""helping you out"" involve making you pay for the help? I'm so pissed that I can't even go into the detail of my experience with this Fraud that calls itself a bank. Nevertheless, there are kind people at some of the branches I have visited, but the system is just there to ""milk"" customers. First thing 9 am tomorrow morning is to go down to the nearest branch and close my account. I have had enough. I wish I could pass with a Zero Star or even a minus Zero... Ha!",20.0
Febe,31.01.2018,"Fultonvlle, NY",key_bank,1,"They are unscrupulous. They will edit your debit history, push through transactions and even hold deposits to make sure your balance is screwed up. Then they'll charge big fees. I have 2 account with this bank. Every month they figure out how they made my account go negative to charge overdraft fee's on top over and over again. Every month I'm paid $200.00 dollar about this issue. This is take money off my budget. I need to paid other thing. I can't afford those people take money off my account or manipulation my financial system just to made money for themselves.",26.0
andrea,28.01.2018,"Pgh, PA",key_bank,1,"I am closing an account tomorrow morning. I have spent the past six months, first, trying to get Key to acknowledge their mistake, and second, correct it. After the first fraudulent charge I called customer service, who told me to go into a local branch. I did, and the local branch manager told me to call customer service. By the time they removed the first 18.00 charge, two more had been added in the following months. Each time, I called, was told to go into a branch, and was told when I got there to call customer service.",22.0
Amy,23.01.2018,"Reynoldsburg, OH",key_bank,1,"If you love throwing money away, this is the bank for you. On several occasions they have held my deposit & my debits go through & have ended up with $100 in fees. I've tried talking with them, the branch people are rude & call center don't care. This place needs investigated. They are ripping people off!",20.0
Shirley,21.01.2018,"Columbus, OH",key_bank,1,I have had an account with this bank for many years. Recently after having a new automatic deposit of several hundred dollars they started delaying debits to my account in order to put it in Insufficient Funds status. During the middle of Christmas shopping in 2017 they charged me an overdraft fee when my account showed a positive balance. I made a deposit immediately which they delayed posting. So the overdraft fees continued. I had automatic payments I could not stop because of PayPal policies. But mostly because of Key Bank my account is now over $700 in arrears. They have financially ruined me. And they don't seem to care. I fully believe that they did this because of the new direct deposit. They assumed they could collect from that but I was able to change that deposit in time to another bank who truly cares about their customers!!!,20.0
ramona,19.01.2018,"Peekskill, NY",key_bank,1,Key Bank white plains location (270). Bad customer service. Today a female teller who must be newly hired refused to cash my check because she did not know me although I am a member of this bank. The way she spoke to me she was completely unprofessional and I was forced to go to a check cashing and pay almost 30 dollars to cash my check so I can pay my rent. Word to the wise go where you are appreciated and treated better. This caused me a hardship as I was forced to spend money I did not have to spend. I would suggest not going to this teller if you enter this bank. You will not be treated fairly or with respect.,11.0
Jami,19.01.2018,"Portland, OR",key_bank,1,"If it seems too good to be true it probably is! I was suckered in by the $200 new account offer. I opened my new account, excited to be done with monthly fees and the promise of an extra $200 - woo hoo! I waited for my new checks and debit card - I needed the checks to change my direct deposit and the debit card to make my required transactions (and you know, to just have access to my account) to qualify for my $200. Then I waited some more... and waited again. I went into the Tigard, OR branch to see what was going on. Lead Teller Deborah ** looked up my account and told me that I should wait another week because the holidays must have slowed things down.",18.0
Le Song,19.01.2018,"Salem, OR",key_bank,1,I have an checking account with Key. It double dipping on transaction causing the rest of the charges bound so it can charge for bound check. I also have a credit card account with it. I may pay on the beginning of the billing circle and it never update my balance until the end of the billing circle so it can charging interest. I've called them. The call went to Philippine. No one can help me except keep paying until it paid.,13.0
J.,11.01.2018,"Cuyahoga Falls, OH",key_bank,1,"How do they stay in business? Fees. These people are unscrupulous. They will edit your debit history, push through transactions and even hold deposits to make sure your balance is screwed up. Then they'll swoop in and hit you with the big old fees. They need to be shut down.",16.0
Leo,30.12.2017,"Jeffersonville, PA",key_bank,1,"I initially opened my account (15+ years ago) with Harleysville National Bank, and never had a problem. It turned into First Niagara, again, never had a problem. Now it has become Key Bank. I was in a hurricane (Category 5- Maria, Sep 19, 2017), that left us without power for several months, no cell-phone service, no internet, and no communications for several weeks. When I was finally able to leave the island and contact Key Bank customer service, they first challenged my claim that I had been through a hurricane (even though the address on file is easily verifiable). They have continued to charge late fees, report non-payment, and charge interest -AND- they have now closed my account.",9.0
Emily,20.12.2017,"Deansboro, NY",key_bank,1,"I opened my bank account with HSBC about 15 years ago. Never had ANY problems. HSBC turned into First Niagara. Still a fine bank. But since Key Bank took over, it has been one nightmare after another. TWICE Key Bank deposited a check into my account and made it part of my available balance only to (days later) inexplicably take the check amount back out of my account. Why? Well it took me several visits to my local branch and 3 WEEKS to get the explanation (via snail mail) that the check ""couldn't be read by our scanner"" so it has been voided from my bank account, thus sending my account into overdraft.",13.0
Will,18.12.2017,"Peaks Island, ME",key_bank,1,"OMG. How could there so many disconnections, wrong departments, and so much internal confusion? All for a fairly straightforward question? Each person I spoke was friendly enough, even in the face of my growing frustration–kudos to them for that–but then would send me to the wrong place, give me the wrong information, or, in one case, inadvertently hang up on me. All the while, messages played about how the queue was 1-3 minutes. It wasn't. I've had accounts with Key for years–a mortgage, investments, etc.–but after today, sadly, I have to look for a new bank, because I cannot stomach that much ineptitude. I am beyond appalled.",14.0
Robin,15.12.2017,"Clarksville, PA",key_bank,1,"We applied for a home loan in mid July, they said to change to another loan package to save money, it caused a higher estimated payment and a second hit in our credit within one month! We paid money upfront, inspection, etc. They kept changing requirements, charged us for appraisal and we did a year of homeowners on November 3. After several delays and a ridiculous delay of the bank refusing to close because the current homeowners wanted to keep their oil and gas rights and after we were told four different closing dates, we are now into December. The house needs some outside work and we are paying insurance, job verifications complete and every paper trail covered and all requests submitted, 5 months after we start we aren't permitted in this house and finally are denied due to lack of collateral... something never asked for!!!",10.0
Lori,15.12.2017,"Danielsville, PA",key_bank,1,"There is definitely predatory and illegal practices going on at this bank. Since when does a bank NOT have to give itemized details of charges? And be able to foreclose on homes by sending a letter (regular mail) stating an astronomical settlement amount to avoid foreclosure. And to add insult to injury the letter will allow you 30 days to come up with the unexplained dollar amount (way more than mtg payments) but you come to find out the foreclosure process has already been started. Then they won't accept payments even if it's within the 30 days. The letter states ""payment will be accepted within 30 days from RECEIPT of letter"".",12.0
Bev,10.12.2017,"Bethel Park, PA",key_bank,1,"Key Bank has the worst system, that I have ever dealt with. You have to be a rocket scientist, to figure out all the coding that they use, for your bank account. From 7 p.m, to 7 a.m., you are unable to access a lot of your needed information. Other days, their system is shut down, and you can't get on, at all. Still other times, they will not notify you, if a check has not been cashed. If you have a credit, under a dollar, in your ""line of credit"", they just take remove it. They are constantly ""apologizing"", because of their incompetence. I don't want an apology; I want service. Why do they need 12 hours every day to mess up people's accounts? They can probably do that in a much shorter time frame. As I said: ""Worst bank, ever"".",14.0
Emma,6.12.2017,"Poughkeepsie, NY",key_bank,1,"Very rude women tellers. Very unwelcoming. Throws your receipt at you, instead of handed to you. Wish I didn't open account with them. I have talk to others customers. They said the same thing about this one particular teller. No manners and no people skills.",9.0
Juanita,23.11.2017,"Salem, OR",key_bank,1,If I can encourage anyone out there looking for a bank GO TO YOUR LOCAL BANKS! They have way better service fees and you can also avoid those other nonsense fees. Bank fees here and there add quickly. With Key Bank it’s all about discretion. You can even open a free account without meeting some guidelines. I recommend simple hassle free experience. Key Bank doesn't really give you that experience.,10.0
Debra,20.11.2017,"Essex Junction, Other",key_bank,2,"Asking for help when my account was considered blocked. I did nothing wrong. Although I believed a CO. was legitimate. It was not, now I am being looked at as a fraud. I just want an acceptable company who can provide me with a checking account!",14.0
Shannan,16.11.2017,"Wyoming, MI",key_bank,1,"I got a Discover personal loan deposited into my Key Bank account. They money has been in the account for almost a month. I do not use this account much, so I wanted the money to sit until I needed it for closing cost on a home and wedding expenses. We went to withdraw some of the funds as a cashier's check to give to the title company at the closing and was told we couldn't get it, that they had to verify where the funds came from. It clearly says an ACH deposit from Discover. ",10.0
